"ID","IV"
272,6.35348226478193
469,1.10293950897451
471,4.6073631025385
183,3.72294523830681
44,NA
181,4.47242015449568
275,NA
74,7.23735667457353
356,4.19151508695818
47,3.99865142554594
27,6.67827665208732
130,2.08469083652804
117,7.15800107643425
522,0.875323761754756
100,8.31425646049431
115,6.3262059859788
106,1.66218140745377
259,4.13551701275947
50,6.36880896849561
483,5.92488281530562
288,5.0116319568241
486,4.13738959287263
432,4.73043354880997
333,4.31376049083886
110,5.52615972803137
438,7.27991864494016
8,NA
6,0.866348776988278
516,2.71419078446135
339,3.92382580258228
254,6.59540886689686
172,1.63368809899327
284,5.22980201217261
548,NA
263,4.8138800865088
392,NA
237,4.37576756453772
142,7.05006177428894
264,6.27110985931287
55,5.38339181688646
559,3.35341994921076
253,7.20840268445766
33,6.2492122774398
514,3.79671384379551
456,NA
414,NA
217,5.69172630373655
408,4.40813892299853
294,6.87181329774468
107,5.75826484658194
63,4.44661985529539
196,4.88290014980932
534,3.65988741799601
385,5.17221523591057
34,5.09992932657123
476,5.17750419781349
328,7.005634447104
376,6.25686563119461
319,NA
137,2.74255248771945
421,3.31346485510695
450,5.73508759957843
415,NA
413,NA
283,5.36936895727807
256,4.6055771990343
61,6.9821495502012
315,1.50490350126695
305,5.55831627787678
441,3.83682926539175
409,5.9301509780459
248,3.54216180679829
324,5.47677593966346
243,2.41462371653566
221,6.56194026038938
71,7.19696258575112
431,1.99618560841785
65,3.25552800299029
255,6.21132230245308
573,5.75947921216247
1,NA
176,5.08674931030809
427,4.53262574181031
158,5.99111894067073
565,3.15203995449915
143,4.53000620554816
464,8.69514409213659
364,2.95403977201418
327,4.3634049435513
411,NA
400,2.86027053027105
84,6.15150854125264
475,6.56722843752686
77,7.51619497996094
506,3.48843496350488
165,6.83404833059649
268,NA
260,7.51126497286369
344,6.85397636536531
180,6.42342561014819
234,5.10617859496296
429,2.88846299686849
402,NA
323,5.01491390785233
348,6.87726064774451
430,4.68465880111858
496,4.19536110349363
478,3.1503438160716
126,3.07017643813598
121,3.01967206027946
436,6.23339744082472
220,2.0171798791132
494,3.8361895258665
538,5.40841651526478
428,4.60656125358624
280,NA
139,5.05147034095681
123,2.91282861032431
276,8.17190148626469
273,NA
443,3.76134831137504
292,3.64488255467778
332,3.71265247280058
73,NA
7,5.99726049929494
488,5.03104039973216
17,5.12511267962839
28,5.48385030043527
241,0.86030634806475
334,3.52583046994354
153,4.26210052406016
571,3.40738810126895
345,6.46296770559511
557,6.63830098673848
103,7.01762231973771
24,3.27961152481954
370,7.91795741090029
451,NA
178,5.33688353850728
529,5.18516561794453
391,5.05700872765854
207,6.57558995862585
186,7.49458925701743
53,NA
182,1.04373612309204
563,NA
349,4.85013486289323
437,2.36755991187103
461,6.57340617617902
136,3.81406776068896
19,4.72258328966729
32,3.83681415361088
448,2.91019610868902
212,6.0617906680583
4,5.35499295593823
318,NA
229,4.77085131688953
446,3.93834003582779
132,6.65066922708871
10,7.58708238658933
140,3.74429888379204
23,5.4718742995026
199,7.84588602355676
473,6.96301000699312
474,3.33400499157783
52,1.85642457951421
572,4.14260206942357
289,4.90490857993714
179,2.48696078581905
66,3.06972077356335
12,NA
68,6.01410619414301
134,3.64922860755876
480,2.70733503226946
131,6.75959050032603
398,NA
269,6.48746251010639
170,NA
29,0.79230862694953
435,7.31127445897456
11,6.15482818613148
95,5.168065982359
31,3.23870163034557
78,2.04609863154455
535,4.40397346307579
60,6.5870496190557
230,5.53801735368744
116,3.81761556554433
368,5.36492298543059
177,3.02194714592811
274,3.54436760228377
93,6.33152916134042
191,2.72505879317116
465,4.38098538625149
21,NA
88,4.52327074726925
108,2.6065126757163
470,NA
550,7.01033703683176
232,2.37546823224836
279,5.46606727197505
463,NA
338,6.82946367694305
46,3.67810350629072
303,6.87949151795135
347,NA
574,3.20428107059322
120,8.80280322515826
208,7.43992365327151
214,NA
556,5.43808125000989
75,8.74866989077702
373,4.98147572521027
439,3.18216319914274
523,0.629514011650214
265,2.48707090187463
277,4.29126889408881
166,5.52625744382191
378,2.52895908731749
79,2.33049260719157
380,3.82700273215144
270,0.903620469962177
537,3.26190320956471
185,4.30092447259969
498,NA
395,2.7502794632236
173,NA
209,5.75805567391352
159,2.97617801191358
